"var","skew","curtosis","entropy","class"
-0.0012852,8.13635286716272,0.758302966226771,-1.95226791752602,"'0'"
0.91315,8.59410493682508,-1.71283201889655,-1.15672838780593,"'0'"
-3.9172,-9.89966986431119,10.0009515066774,-2.00718942200102,"'1'"
3.2718,7.92043716943346,-2.49723603247794,-1.20089022006307,"'0'"
-4.7331,7.69349267234063,-0.0333156418084866,-5.56219058386996,"'1'"
0.15423,7.98800057475829,1.5373383521547,-2.27175248830997,"'0'"
-0.16108,-0.922689426590686,2.54429946578664,1.46796640790197,"'1'"
-0.56877,-5.15290540801195,4.51261413283499,1.01935171686592,"'1'"
3.2294,7.65868821236261,-0.953179644394586,-2.18943570799414,"'0'"
0.38251,0.191085834744791,-0.3415595970854,0.788041904777086,"'1'"
3.1377,1.51625832445436,1.6763171398928,1.02268763351988,"'0'"
1.9321,0.695841034315101,3.45058436205425,0.738301669360668,"'0'"
1.8238,-6.55971733747363,8.89722775259046,-0.438450667506053,"'0'"
-0.62043,-4.99113204591622,4.56371551856559,1.02087182495346,"'1'"
-1.4094,-0.341925017349629,2.3596680167727,0.930076106791546,"'1'"
-1.8215,2.20738366598224,-0.468720666107859,-1.34009379903025,"'1'"
0.96788,2.42046423892812,3.4675917471456,0.382535138994728,"'0'"
1.4578,8.4108900702707,-1.43812706146504,-2.0087878659058,"'0'"
4.4295,0.969366224988049,0.874728272117983,0.559968855243707,"'0'"
5.6272,8.54444432920298,-3.37757963337553,-1.3462423593592,"'0'"
-1.8584,10.1658886901404,-0.264138137314879,-5.46018651686278,"'0'"
1.5478,8.1432462732078,0.156671814495576,-2.90264876308511,"'0'"
-0.88728,1.44107549986522,-1.8281061869717,-1.1485485975265,"'1'"
0.74067,2.55556219811781,3.02007532073528,-0.0823402213803343,"'0'"
-3.1158,-6.27973696461184,14.9406852640637,-0.646527366451536,"'1'"
3.2303,1.39783878120325,1.67891405069688,1.0255120862195,"'0'"
1.2746,8.57691419012645,-1.28220296652887,-1.64140584391444,"'0'"
1.9358,-6.73678852145717,8.21516965599709,-0.891989062204088,"'0'"
-0.40857,0.626236325078235,-0.889682592740658,-0.411691827578789,"'1'"
1.208,3.08095863937535,0.966551629365314,0.182746487309974,"'0'"
5.2756,8.32606453491436,-2.38534243226761,-1.24133828170871,"'0'"
1.2999,3.52672152933371,-1.08639306678128,-0.765334617310797,"'0'"
-2.9138,2.39119642317802,-0.272266657384501,-1.62473643082383,"'1'"
-3.3793,2.32337934242429,15.0361234951573,0.380116832140337,"'0'"
2.5635,7.20868142037337,0.520842716371356,-1.56344187625655,"'0'"
-2.0662,0.760762348109309,1.15416408497974,0.565294345642895,"'1'"
-4.8861,-6.90522756838778,10.9189467706391,0.0650465328637603,"'1'"
3.4805,9.1202051292907,-4.27680734890137,-4.20948847677479,"'0'"
-2.5754,-0.673461578367608,2.25144572924688,0.985433341748239,"'1'"
-2.0631,0.645069884207329,1.10406558411941,-0.0667769971730346,"'1'"
-1.2244,10.4070817748527,-0.531804713178552,-5.64062476506879,"'0'"
4.0552,-4.16986124381054,3.34838449201578,0.601087267864672,"'0'"
4.0215,0.593566425985414,0.321847812053861,0.974921137495051,"'0'"
-0.39416,0.743181838771802,-0.481099851263577,-0.61876122163228,"'1'"
0.96441,8.3763405780046,-1.51084093914989,-1.34590750660239,"'0'"
5.4021,8.66046311029686,-2.97340381605189,-0.922732516174275,"'0'"
-1.7886,2.14749792429168,-0.600317836565918,-1.4494066562668,"'1'"
2.7744,9.03555350326566,-2.99191571411928,-0.833473986701316,"'0'"
1.3349,8.63617421975567,-1.63231147929133,-1.94436510180167,"'0'"
-3.8203,-9.11359948637438,14.809728917512,-1.44536079535873,"'1'"
-2.2617,-6.89006148854828,7.31552686637062,1.00033505311756,"'1'"
0.6818,9.0791492270178,-1.34067838324619,-3.81286116810994,"'0'"
0.7376,8.85336103267291,-0.604328311235143,-1.67306406072738,"'0'"
2.7296,7.81349481870691,-1.96840783348926,-1.57331367610311,"'0'"
-1.5768,1.3136654814107,2.72448540465762,-0.0346602053380602,"'1'"
0.86736,3.3113054146019,-0.681450746808482,-0.698746654054705,"'0'"
1.162,8.05043078532587,0.669212315998693,-2.19390979340149,"'0'"
1.1315,8.85198591287598,-1.36855403997528,-1.48026780223141,"'0'"
4.1425,-4.52218186255119,3.30281029989916,-0.600292632084375,"'0'"
-2.588,-7.74255168182448,8.72480717558241,0.802404342287185,"'1'"
-4.211,3.49070359136447,1.42304624527233,-0.99554618588902,"'1'"
2.8672,8.23541679220517,-2.59294886840981,-1.36507390146546,"'0'"
-2.3518,12.5556178090267,2.19131964534014,-5.26920165543239,"'0'"
0.1848,0.343714208204623,-1.36726866877904,0.421757796798375,"'1'"
1.4378,2.5487641364023,2.82250199117751,-0.814646121568274,"'0'"
1.1432,2.9780299350872,2.50015232965151,-0.274337781875669,"'0'"
2.4235,8.02896045030086,-0.121430519087788,-2.08620834990272,"'0'"
3.0948,-4.31695798031175,4.71253084003488,-0.138860655930821,"'0'"
-1.1804,1.87678802255759,0.659298317460819,-0.175420372700241,"'1'"
2.0911,-6.25702108495781,8.69070160820209,-1.10666671338891,"'0'"
-0.70346,1.10800437022149,-0.0546320887338028,-0.482177841442141,"'1'"
4.8906,0.658299330670435,1.64570594250542,0.955416513562279,"'0'"
2.5367,3.40592235745486,0.91737002877908,-0.000260774720112378,"'0'"
-2.5373,-1.09857225538944,2.38301070075971,0.378173751907629,"'1'"
0.3292,1.31568235623116,-0.545315155897274,-0.730840808663938,"'1'"
2.229,7.05392558235076,-0.123432796317297,0.777070028601407,"'0'"
3.9364,-4.17235642971441,3.53900600981452,0.541592044870118,"'0'"
-0.52645,1.47060045558842,-0.842763164867367,-0.862274493297335,"'1'"
-1.5055,0.587853494248937,2.51833757621932,-0.0105920249858364,"'1'"
2.6606,-4.69528505033842,5.78574698313989,0.393458454414188,"'0'"
-2.6479,9.82432940515079,0.437984745063673,-5.012996346559,"'0'"
-1.8411,-6.71610673308668,5.59156132942097,0.121013008324705,"'1'"
-1.8629,10.4130575976624,0.535019393422851,-3.1133912376485,"'0'"
1.2616,3.54262227003099,-4.40383044525571,-4.05776922371483,"'1'"
2.2893,2.25840526293416,3.17852910565355,0.442588340624785,"'0'"
-2.2482,11.9322061408835,3.70680079670006,-4.82174651686142,"'0'"
-0.24745,-5.0667645907788,5.05194132790283,1.05052535191685,"'0'"
1.2262,3.2661169439369,-0.09283132672474,-0.571582473703227,"'0'"
-0.77995,2.06567984315109,-3.43946841437582,-1.24198300963495,"'1'"
5.2868,9.08076268999738,-4.58238627137884,-1.15757346451134,"'0'"
1.2138,8.26755065465526,-1.34179607334339,-1.90297612344001,"'0'"
3.7022,-4.16262380231363,4.91220461441764,0.953986649526018,"'0'"
-1.2369,10.5017946606739,-1.51360306971107,-5.80728118075405,"'0'"
-3.3458,0.349043526031603,3.06783188398301,-0.560251529222073,"'1'"
3.7758,7.06159759073509,-1.04727655533114,0.264998146567542,"'0'"
-1.2537,1.93999291621556,1.12185608648807,0.0779747415435518,"'1'"
-0.71494,-5.04508109752841,4.29484881406983,1.00743583506254,"'1'"
1.5902,-4.31403715179716,5.40219316390943,-1.0384397995536,"'0'"
-1.4628,-0.288245210236887,1.8716183131025,1.04063067240856,"'1'"
0.30081,1.56001535730338,-0.89954910419409,-0.257035487196759,"'1'"
-0.36038,2.76644720261542,-2.45450479965017,-1.76601790634321,"'1'"
4.2586,9.20207968571263,-4.37225047963615,-4.02738786419536,"'0'"
-0.278,8.09255677843896,0.223648248310885,-1.7414894620819,"'0'"
3.3756,2.74909693177875,1.45189833245795,0.571014031287469,"'0'"
-1.9881,1.13386753385194,-0.479306762403705,-0.992505295863302,"'1'"
-4.1409,-8.94950694849928,14.4371044766966,-1.42135335576358,"'1'"
3.9772,-3.94449461738557,3.71170079804466,0.465834190660303,"'0'"
4.0047,1.00228976393426,0.821184710972419,1.14949152238854,"'1'"
0.64376,4.03456886061675,-5.16814035188737,-4.59799227734141,"'1'"
-1.5322,-6.35811967397586,6.0285285234593,0.302012689663782,"'1'"
-0.41965,1.09727784918575,-0.769916369107372,-0.565139967188646,"'1'"
3.7935,8.26547138856239,-2.36737958852019,-1.3782208407602,"'0'"
0.84546,7.91405499207345,0.0662202332556184,-1.65985298803075,"'0'"
-2.258,12.699410877711,1.71352384722226,-7.39463384608468,"'0'"
-1.4454,10.9440117201128,3.04542549986904,-4.04333109304173,"'0'"
0.3292,1.69998766091647,-1.99689854952145,-0.633244407989051,"'1'"
-2.2811,1.27681681918583,-0.671017066106583,-0.835373085831667,"'1'"
0.045304,2.25604891890025,-3.20276337731552,-0.81073486094745,"'1'"
4.2406,8.21736765314673,-2.60939834349449,-1.19740494971811,"'0'"
-0.2062,-1.22974246873619,2.28788941706022,0.734775113246061,"'0'"
-0.89542,-5.5405376545437,4.17111183773879,0.778967921572766,"'1'"
-4.0173,7.73197067862801,0.16785199739203,-4.22439381095231,"'0'"
-0.78689,-4.80539578800386,5.00656109673086,1.13483626991123,"'1'"
-1.8219,-6.06461786878042,5.31187256373868,0.890997280107946,"'1'"
4.616,8.41774372694722,-2.4723879752798,-1.34046594658426,"'0'"
-2.0897,1.16482061882114,-0.237141003534055,-0.712482291322499,"'1'"
0.24835,2.48239522661822,-2.84994480921873,-0.953634691967426,"'1'"
4.0422,10.1174680883285,-4.16902795446243,-4.73587551610185,"'0'"
2.6463,2.86933153437674,0.632557697429652,0.269160368660911,"'0'"
0.63655,-4.67445185747719,5.66763006296977,-1.13467659104398,"'0'"
1.1518,2.78421729777232,3.17289132476482,0.388442717850522,"'0'"
-2.0046,10.5806233116095,-1.05454536857941,-5.6774776139585,"'0'"
-1.4106,-1.46604602001373,1.93671680112739,0.539863849126484,"'1'"
-2.5961,-0.110462463758597,0.51889692908298,0.293933464659962,"'1'"
1.8664,3.09470231121127,2.39311641418739,0.269901560799126,"'0'"
2.1059,2.62346530529057,1.58785114806488,-0.257258803695465,"'0'"
1.6988,3.60425136847918,-1.72379103155929,-0.583734969775819,"'1'"
-1.6514,2.44224513108133,-0.0819397566764857,-1.58536311628298,"'1'"
2.1265,2.18643524880412,1.76885965481302,-0.579810789282194,"'0'"
1.934,6.48899171605631,-0.091277835151997,0.110276839615574,"'0'"
-2.6649,-0.121409515458417,1.2237490079159,0.564539235335537,"'1'"
1.7452,3.51985618250397,0.230109385787516,-0.508303248667289,"'0'"
3.404,1.84056312522057,1.71080517539282,0.635477745471353,"'0'"
-0.60975,-0.309807609400096,-1.46745265025743,0.302715902199564,"'1'"
3.2422,2.30134287376482,0.906121599296091,0.319103730465329,"'0'"
-0.83121,2.35808464122709,-2.35006081481791,-0.971316685486286,"'1'"
2.888,0.599119434402075,2.16575302746664,1.67968082111418,"'0'"
-4.0214,6.74100707637645,-0.179653390547134,-5.95388946694453,"'1'"
0.66191,3.66400840061791,-4.42413462248778,-4.08824122532415,"'1'"
2.486,1.95240248694578,1.92011246295781,0.000606364859705721,"'0'"
0.93611,-3.57032967689161,3.63302401235645,-0.361884285401442,"'0'"
-2.3221,-6.25960701325943,6.69277195248388,0.0179112499422761,"'1'"
-2.2261,0.826836564660733,0.469103312119015,-0.324210676599001,"'1'"
2.1526,-5.89903373968728,7.36151221695089,-0.0293677728606284,"'0'"
-0.53072,7.88145141151012,1.02133008508224,-2.37287515567401,"'0'"
3.9232,0.724948131626538,0.897934860548725,0.680546603658466,"'0'"
2.6104,3.22446027922985,1.00376120640217,-0.205089763388397,"'0'"
1.0987,8.90657088546907,-2.11151209372308,-0.713346741821595,"'0'"
-3.5933,-7.36961956526818,10.1800932974048,1.09144814828371,"'1'"
1.9429,6.60444296423784,0.696700615448396,-0.266112128636832,"'0'"
0.52855,-5.14924715611217,7.37701978312846,-0.886008648056036,"'0'"
1.0194,-3.88170302698377,4.1899775513433,-0.711897192426294,"'0'"
0.64215,8.91858735541522,-1.23569556134819,-1.42219865122112,"'0'"
-2.3211,1.08305774248414,0.0401423513662659,-0.515853304664113,"'1'"
1.3566,7.5888161386836,1.12236564069788,-2.55392971666172,"'0'"
4.3483,8.33558154466705,-2.76702815177697,-1.61087859062096,"'0'"
1.3264,2.84841765906956,2.61468442429927,-0.64890606829843,"'0'"
1.8592,6.79590400995677,-0.0589174138819318,0.649738301567471,"'0'"
-0.2361,8.56860817451876,1.0154756417563,-1.84083673271031,"'0'"
1.2198,3.11623296684423,3.42394115892645,0.390651630346793,"'0'"
3.9262,10.9045940012788,-2.9795187537062,-4.27719313597028,"'0'"
-2.659,9.79490615580917,1.06017237497435,-4.94343413559813,"'0'"
1.5799,2.42606784359556,2.33533871088521,-0.267495853534317,"'0'"
-2.0545,0.448967741108425,1.13701944818461,0.53406433114614,"'1'"
1.6032,7.58113204809796,0.0699169842581364,-2.15447012951532,"'0'"
-3.8826,-9.24175210458649,14.4418687036187,-1.33690132730337,"'1'"
5.2012,1.34889050115236,1.01239639266279,1.09620843538182,"'0'"
-1.8584,10.5997517742815,-0.430787111773725,-5.81526306125317,"'0'"
0.5706,8.59519778669267,0.932908912826025,-1.46990927463237,"'0'"
0.96414,8.14355797504222,-0.31787516915128,-2.49262594277813,"'0'"
-4.4018,3.35561188416876,0.14489409062786,-4.00351615767189,"'1'"
2.805,8.74204446265484,-3.33488905335771,-0.440532435157343,"'0'"
-4.2333,-8.26487476956276,10.9972432296824,-0.609416212068251,"'1'"
-1.0292,-6.7742508805155,6.41435700848702,0.257655712971971,"'1'"
0.77765,7.49159912544135,1.80328338533292,-2.47604128973555,"'0'"
0.4339,0.532384531219502,0.778803296912691,0.18397541562054,"'0'"
2.3952,9.14272257277728,-2.93372382512392,-1.15656036791723,"'0'"
-0.37013,0.963185902335969,-1.21541386079163,-0.555851689359351,"'1'"
5.7456,3.46351631069895,-0.827271450255881,1.22636189087706,"'0'"
-0.89809,9.59307562906109,-1.56327069611584,-6.39050717376018,"'0'"
2.2034,-6.15957239411091,7.56990228476732,-0.485121635200134,"'0'"
5.0185,8.04389302141296,-2.85824765903228,-1.463446977261,"'0'"
-1.6662,-6.59950167894936,6.38620370681629,0.57349944714526,"'1'"
-3.5741,2.20597623123701,0.365679855359339,-0.933920437035701,"'1'"
-2.9098,1.95739266861725,0.986720885142832,-0.55855036778311,"'1'"
-3.6012,-8.12998230600466,10.7240136269624,0.23316398340538,"'1'"
-2.9786,2.54411114011017,2.03243691567157,-0.311130801134726,"'1'"
2.2928,8.99526209540124,-3.05476796551832,-1.06235588460054,"'0'"
3.6244,1.44771116860204,0.641460898849093,1.07188092556696,"'0'"
0.68087,1.94682067969818,-3.19416104034327,0.246598799735041,"'1'"
0.77805,-4.09945039165536,4.31848457219209,-0.716878256895472,"'0'"
1.04,8.71610989195445,-0.817211728445353,-1.47039198592118,"'0'"
-3.2238,-0.122365903264742,1.20077129008734,-0.141941875243392,"'1'"
1.5691,7.60426491595829,0.187554297520624,-2.24442107133673,"'0'"
3.8117,0.604679389107021,1.6063909081958,0.700955113857202,"'0'"
5.0214,9.46455514843023,-2.91465143201458,-2.07959822373135,"'0'"
0.5195,-0.140093956132638,0.693116818291157,-0.0342104191332439,"'1'"
2.7659,-5.43168284608194,6.63968338185989,-0.707931053373685,"'0'"
0.5415,8.18252522259757,0.0267873612673367,-1.83399475457958,"'0'"
0.066129,2.55671984758117,-2.8483179337584,-0.511932523093711,"'1'"
-1.8439,2.41931843119544,-1.22599771384997,-1.74274101253733,"'1'"
0.37984,7.04727433659709,0.141502190177673,-0.978068013391431,"'0'"
-2.2214,-7.08167062754201,6.16967353780979,-0.397740113189067,"'1'"
3.3669,9.13307682252683,-4.07660161467615,-3.563832640064,"'0'"
-2.4554,0.422741028841799,1.77085964345368,0.436468490264116,"'1'"
5.8862,3.66279241768376,-1.71642070176049,1.45666187186327,"'0'"
2.6213,2.92201041487233,0.932111197134188,0.813349939177734,"'0'"
-4.1958,3.47309481087076,0.826834034823535,-1.03472811383564,"'1'"
-1.7599,2.23483742200884,-0.564224365521119,-1.77969696733361,"'1'"
3.6894,7.2216448202004,-0.901863955424286,-1.68141864049094,"'0'"
2.2429,2.29678957905093,2.80452434611699,-0.0361147427844545,"'0'"
4.6054,1.15502902145824,1.46121373147678,1.10985941370067,"'0'"
-2.8619,2.04999011318659,1.19150273275573,-0.0818409013241352,"'1'"
-1.7104,-6.0866195526999,5.69387668820318,0.444525890191961,"'1'"
1.6799,-5.03475813507335,8.67854859659452,-1.89669132739951,"'0'"
3.2692,-4.73143050465613,4.19318553467415,0.0414753591823935,"'0'"
-1.749,-7.01621816017424,6.31695547358709,0.122444153283287,"'1'"
2.6719,-4.11506863043148,5.29452475218258,0.288194105137583,"'0'"
0.030219,7.60982388896518,1.32498090366763,-2.42951675741472,"'0'"
-3.2305,-0.237417795668713,0.583210049424816,0.0218005843748087,"'1'"
-2.4198,-0.403093324794986,0.661629640839461,-0.0386105640092009,"'1'"
3.5594,1.23054809335604,0.339102455569123,0.985036889798454,"'0'"
-2.7908,-6.68860400684388,6.62828602579389,-0.756520804245408,"'1'"
-1.8448,1.91101168626717,-0.170023875953333,-1.89569474888694,"'1'"
1.9157,6.41127563894302,-0.0900414426593444,-0.224761638383968,"'0'"
0.2952,2.1688943613452,-3.2136148881305,-0.377774450893165,"'1'"
4.8077,7.28859882526182,-2.39884304889362,-1.40732609633082,"'0'"
-2.2173,11.3708089374451,3.10975857018078,-4.50072316538242,"'0'"
0.92703,8.50181333414206,-1.4108615174862,-1.13976920739439,"'0'"
-2.6989,-6.1155701913203,7.41198251559265,0.0223627464048267,"'1'"
1.9265,6.36510519672779,-0.248344318918736,-0.788500387858109,"'1'"
-1.6176,-6.89554732238843,5.65836735984452,0.0277139763868773,"'1'"
0.19081,7.40564716107457,1.3708968070325,-2.01776709771107,"'0'"
0.0031201,9.09077616493287,0.481187204204363,-4.14896690286091,"'0'"
-3.5916,2.96318662271845,-0.631266903150973,-2.35411078252774,"'1'"
-1.7713,2.23451472441768,-1.49086380538954,-2.04967959140154,"'1'"
-2.3142,11.7075104362553,1.62463381786679,-6.67893062415525,"'0'"
4.1927,0.0446748080567142,0.513163617392822,0.608364160628543,"'0'"
3.5458,8.45376532093123,-3.52636235560679,-0.846251494239916,"'0'"
1.8314,-5.93350960197512,9.20019339011691,-1.19337907034357,"'0'"
-1.6706,2.19916403668386,-0.1313347513803,-1.54006868458193,"'1'"
-0.7869,10.0008587657142,-2.29221727187255,-5.73617145770682,"'0'"
-3.8053,-10.2931882650038,9.85842740883168,-1.99241993937785,"'1'"
2.8232,8.86500279846309,-3.30693205986269,-0.909847193590824,"'0'"
0.5195,0.0720241652777735,1.79705627187895,0.0739745032218334,"'0'"
-0.82053,2.48397343244525,-2.64565321668646,-1.69182798563118,"'1'"
-3.5985,2.89389045142036,-0.723417857371443,-2.40134166881596,"'1'"
4.4682,8.50720229021081,-1.92815788473098,-0.728182871896353,"'0'"
1.3518,-3.77580371361262,4.46059695075699,-0.0568824557413979,"'0'"
-1.7582,-6.26183713476564,6.27756015216385,0.229117532084597,"'1'"
-4.3667,6.71385773306858,0.122781802815734,-2.02108025759814,"'1'"
1.0552,7.90054789808587,0.822179927543259,-2.37064837550366,"'0'"
-3.9933,3.76063878419962,-0.180539022860596,-3.97819060972601,"'1'"
-2.5419,-0.30825419477861,1.76709199795269,1.60182444432467,"'1'"
-4.9462,2.78182499664819,1.16614505974011,-1.10732970160598,"'1'"
0.22432,0.732632303265336,-0.0929431375930221,-0.359196788011078,"'1'"
-2.6479,10.8558046160805,1.55510167436771,-5.01762865020521,"'0'"
1.6406,2.86021066543824,3.10758881607246,0.513956659684683,"'0'"
4.6689,-3.97769495507007,3.54829243952707,0.442953030746534,"'0'"
-1.0744,1.98916286551573,-1.19945294092734,-1.52286051094946,"'1'"
-0.048008,0.414362719589557,0.251492359266958,-0.0943474100757337,"'1'"
-2.4365,12.881703095927,1.38870892511489,-7.44562223021458,"'0'"
1.7819,7.12509122361057,-0.194502484329743,0.495408532834177,"'0'"
-0.278,2.89113710779353,-3.23644762105818,-1.82646766620602,"'1'"
-0.74324,2.23601611777153,-2.39277284289402,-1.16804720283787,"'1'"
0.46901,1.63686509341948,-3.876000967562,-0.925636327059269,"'1'"
1.143,8.53594229777773,-1.67106658224872,-1.65387182777881,"'0'"
4.8265,2.62039859088376,0.578966271244103,0.995361304153973,"'0'"
0.26637,8.29304434929429,0.410802798070269,-1.97675760322019,"'0'"
5.2423,1.3179182776446,0.994999671151724,1.24452328355248,"'0'"
3.866,0.48522036004306,1.76401663920146,1.25857007022859,"'0'"
4.1542,-4.96344513368052,3.64593557542813,-0.470388339348059,"'0'"
4.5597,-3.97046857695973,3.02998277458239,0.146939866038857,"'0'"
2.4391,-4.2229970067837,4.78569296322249,0.164549379699357,"'0'"
-0.10234,-0.210180771855866,0.703097369913614,0.599391274286941,"'1'"
-0.55008,1.345917791891,-2.1578186788848,-0.436978050178837,"'1'"
0.49665,0.744675090233838,-0.0578685275633518,-0.0161981816021318,"'1'"
1.7425,8.07234298545039,0.491989834334059,-1.97737899882058,"'0'"
-1.5222,0.719146540430786,2.1026029737887,0.343220340380059,"'1'"
3.2697,7.54707519596616,-2.39776134050878,-1.36523241669709,"'0'"
-2.1979,-6.76292831716297,7.03760972664279,-0.506019265454266,"'1'"
0.39012,7.03830062414071,0.759144501179565,-0.297264837490152,"'0'"
1.3419,8.73800661585823,-1.49704648569994,-1.43631035360866,"'0'"
4.5691,-4.85417375729692,2.88671691994404,-0.468963555507401,"'0'"
1.5077,-4.2389487862035,6.35833231097886,-1.28282599494814,"'0'"
